,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,rank_streams
375,Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,94,F,Minor,74,64,73,6,0,10,6,2022-09-29,375
376,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,96,F#,Minor,70,40,51,35,0,10,4,2022-10-12,376
377,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,100,F,Minor,80,29,67,29,0,12,3,2022-05-06,377
378,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,105,A,Major,58,42,68,1,0,14,4,2021-09-24,378
379,Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947,125,Unknown,Major,53,32,66,38,0,9,3,2023-03-03,379
380,LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,170,F#,Minor,56,56,63,13,0,19,27,2023-01-27,380
381,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,115,Unknown,Major,70,84,90,17,0,41,6,2023-01-27,381
382,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,122,G#,Major,64,25,89,0,0,15,9,2023-01-27,382
383,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,105,A#,Minor,88,82,80,8,0,11,8,2022-10-17,383
384,Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,133,F,Major,66,74,84,25,0,21,4,2022-11-30,384
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,100,Unknown,Major,79,60,68,7,0,26,4,2023-01-13,385
386,Shirt,SZA,1,2022,10,28,3469,0,309653982,120,D#,Minor,82,55,45,15,3,9,10,2022-10-28,386
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,177,A,Major,25,17,30,90,0,13,3,2022-10-28,387
388,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,142,D,Minor,64,31,72,15,0,9,5,2022-09-22,388
389,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,144,E,Minor,57,47,84,1,1,52,4,2016-11-04,389
390,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,120,B,Minor,65,80,86,9,0,19,10,2019-04-12,390
391,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,135,D,Major,92,73,51,55,0,15,6,2016-09-27,391
392,Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,B,Major,81,82,78,38,0,12,4,2022-02-09,392
393,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,105,G,Major,82,62,74,10,0,33,7,2022-12-22,393
394,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,108,F#,Minor,44,38,77,9,0,9,20,2022-11-25,394
395,Space Song,Beach House,1,2015,1,1,17852,4,789753877,147,Unknown,Minor,51,62,79,22,13,14,3,2015-01-01,395
396,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,115,Unknown,Major,71,34,88,16,0,44,4,2022-11-20,396
397,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,174,F,Major,70,57,64,23,0,8,32,2022-04-21,397
398,Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,90,A#,Minor,68,83,71,3,0,31,8,2023-01-12,398
399,TV,Billie Eilish,1,2022,7,21,3009,2,338564981,141,E,Minor,41,9,25,84,1,14,4,2022-07-21,399
400,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,82,F,Major,68,50,49,56,0,8,4,2014-01-01,400
401,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,92,F,Major,47,25,43,62,0,32,3,2020-03-20,401
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,116,G#,Minor,77,65,80,6,0,15,4,2022-12-12,402
403,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,124,A,Minor,79,59,86,4,0,8,11,2017-06-02,403
404,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,125,A#,Minor,71,83,89,1,0,17,9,2023-01-27,404
405,Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,90,Unknown,Major,80,71,69,2,0,27,10,2022-08-19,405
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,83,C#,Major,46,34,64,31,0,7,34,2022-04-27,406
407,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,124,B,Minor,79,68,79,1,0,10,8,2019-10-31,407
408,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,140,G#,Major,58,4,60,7,41,8,3,2014-08-08,408
409,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,154,Unknown,Major,64,61,91,15,0,72,4,2022-09-16,409
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,150,D#,Minor,74,89,70,2,0,5,6,2021-07-23,410
411,MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,186,E,Minor,41,9,61,2,0,12,5,2020-01-10,411
412,Atlantis,Seafret,1,2015,4,22,3045,6,571386359,166,G#,Minor,40,23,48,5,0,12,3,2015-04-22,412
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,107,Unknown,Major,87,20,83,0,4,31,9,2022-09-22,413
414,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,87,G,Major,87,52,52,31,0,28,24,2022-09-09,414
415,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,82,G#,Major,40,39,64,21,0,7,7,2022-08-05,415
416,Blind,SZA,1,2022,12,9,1484,0,163284000,114,A,Minor,46,60,28,91,0,21,4,2022-12-09,416
417,Die For You,Joji,1,2022,11,4,1703,0,246390068,148,G#,Major,47,15,52,38,13,29,5,2022-11-04,417
418,Doja,Central Cee,1,2022,7,20,4169,44,482257456,140,F#,Major,91,97,57,38,0,40,29,2022-07-20,418
419,Gatita,Bellakath,1,2022,10,3,1054,0,168684524,101,G,Major,90,76,81,15,24,33,6,2022-10-03,419
420,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,140,C#,Minor,81,6,84,5,23,6,6,2022-01-17,420
421,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,88,G,Minor,49,24,66,19,0,18,29,2022-12-02,421
422,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,180,C#,Major,64,44,65,28,0,14,12,2021-06-04,422
423,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,133,D,Major,95,91,89,6,0,31,24,2022-08-12,423
424,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,108,A#,Minor,63,20,55,72,0,6,6,1985-09-16,424
425,Dream On,Aerosmith,1,1973,1,5,168,0,838586769,80,F,Minor,39,24,43,39,0,23,3,1973-01-05,425
426,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,75,B,Minor,80,46,62,3,6,11,46,2022-08-11,426
427,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,121,F#,Minor,67,26,64,52,0,17,10,2021-07-30,427
428,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,140,D,Minor,58,17,62,18,0,20,8,2022-09-28,428
429,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,126,B,Minor,81,59,90,5,0,36,3,2020-09-03,429
430,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,102,C#,Major,58,29,94,0,0,9,11,2022-10-12,430
431,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,82,A,Major,70,31,34,60,1,11,4,2022-04-08,431
432,Good Days,SZA,1,2020,12,24,10426,2,826623384,121,C#,Minor,46,53,78,23,0,72,6,2020-12-24,432
433,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,103,F#,Minor,70,92,83,1,0,7,6,2020-03-27,433
434,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,108,F,Minor,82,88,76,9,0,12,9,2021-06-25,434
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,85,F,Minor,65,36,47,31,0,12,10,2022-09-14,435
436,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,125,C#,Minor,84,70,69,1,0,5,5,2022-03-14,436
437,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,120,D,Major,69,40,39,41,0,13,6,2022-10-21,437
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,94,Unknown,Major,58,44,57,57,0,10,3,2022-07-17,438
439,Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,130,F#,Minor,65,49,80,22,4,7,5,1930-01-01,439
440,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,110,E,Major,74,51,74,2,0,29,4,2012-01-01,440
441,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,150,G,Major,34,33,63,16,0,7,4,1994-10-28,441
442,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,107,B,Minor,74,88,65,28,0,46,3,1984-01-01,442
443,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,140,G#,Major,70,85,41,71,0,45,5,1958-01-01,443
444,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,119,D,Major,74,78,37,84,0,6,3,1957-01-01,444
445,It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,93,E,Major,35,38,23,91,0,29,3,2011-10-14,445
446,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,133,G,Major,46,53,63,5,0,30,18,2013-12-13,446
447,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,202,G,Major,24,76,60,77,0,12,4,1963-10-14,447
448,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,134,C#,Major,45,72,24,91,0,18,4,1959-11-16,448
449,Snowman,Sia,1,2017,1,1,5140,0,690104769,105,C#,Major,72,33,51,48,0,9,3,2017-01-01,449
450,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,160,G#,Major,51,69,81,0,0,21,5,2013-10-25,450
451,Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,148,D,Major,50,96,82,47,0,34,4,1970-11-01,451
452,Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,151,G,Major,65,70,47,87,0,9,4,2011-10-14,452
453,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,162,F#,Minor,67,88,54,51,0,9,4,2011-01-01,453
454,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,92,D,Major,53,84,77,40,0,32,3,1963-11-22,454
455,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,152,C#,Major,65,35,65,44,18,21,7,2022-12-09,455
456,Love Language,SZA,1,2022,12,9,1127,0,110849052,65,A,Minor,71,55,26,85,0,13,8,2022-12-09,456
457,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,147,D,Major,33,39,61,32,0,77,3,1971-12-01,457
458,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,150,A#,Minor,73,71,69,53,0,32,9,2022-12-08,458
459,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,140,Unknown,Major,67,81,36,64,0,15,3,1952-01-01,459
460,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,139,C#,Major,36,22,15,84,0,11,4,1946-11-01,460
461,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,95,B,Major,75,74,58,36,0,9,3,1979-11-16,461
462,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,115,Unknown,Major,60,23,57,0,2,27,3,1984-11-25,462
463,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,125,F#,Major,62,59,43,84,3,11,5,2022-12-09,463
464,Special,SZA,1,2022,12,9,906,0,88092256,76,Unknown,Major,60,19,20,78,0,11,5,2022-12-09,464
465,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,101,C#,Minor,72,91,87,14,0,13,3,1984-01-01,465
466,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,143,D,Major,60,86,32,88,0,34,6,1950-01-01,466
467,SOS,SZA,1,2022,12,9,827,0,73981293,119,G,Minor,51,51,66,67,0,9,23,2022-12-09,467
468,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,78,A,Major,67,22,59,76,1,15,16,2022-12-08,468
469,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,96,A,Major,23,19,25,91,0,40,3,1942-01-01,469
470,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,180,A,Major,51,87,58,36,0,18,4,1986-01-01,470
471,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,126,D#,Major,34,35,76,39,0,8,5,1963-11-22,471
472,Gone Girl,SZA,1,2022,12,9,892,0,65362788,150,F,Major,43,42,44,57,0,15,6,2022-12-09,472
473,F2F,SZA,1,2022,12,9,989,0,67540165,90,D,Major,53,47,74,9,0,34,4,2022-12-09,473
474,Notice Me,SZA,1,2022,12,9,819,0,62019074,160,F,Major,72,78,68,28,0,11,12,2022-12-09,474
475,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,114,Unknown,Major,59,60,94,24,0,10,4,2017-11-10,475
476,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,113,G,Major,73,72,32,77,0,15,5,1958-01-01,476
477,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,147,Unknown,Major,67,69,72,17,0,19,3,2000-11-07,477
478,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,100,B,Minor,70,92,59,3,0,10,3,2022-11-04,478
479,Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,155,G#,Major,49,42,77,3,0,12,9,2022-12-02,479
480,I Hate U,SZA,1,2021,12,3,4094,0,356709897,107,G,Minor,54,41,39,51,0,11,16,2021-12-03,480
481,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,112,G#,Major,80,15,54,9,0,38,5,2022-12-02,481
482,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,166,C#,Major,70,57,57,9,20,11,7,2022-10-31,482
483,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,107,F#,Minor,69,96,36,81,0,8,4,1959-01-01,483
484,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,81,G#,Major,47,33,68,24,0,22,38,2022-12-09,484
485,Conceited,SZA,1,2022,12,9,899,0,56870689,150,C#,Major,79,77,46,5,0,11,7,2022-12-09,485
486,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,110,A,Major,66,19,32,69,0,12,4,2022-10-21,486
487,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,108,G,Major,64,4,40,6,0,10,6,2022-10-21,487
488,Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,130,E,Minor,89,48,74,30,0,7,36,2022-09-28,488
489,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,164,G,Major,70,39,56,6,0,9,7,2022-10-21,489
490,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,114,B,Minor,80,42,68,2,0,66,4,2022-05-06,490
491,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,93,F,Major,63,93,88,1,0,12,4,2005-09-20,491
492,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,90,C#,Minor,87,51,69,36,0,9,8,2021-06-25,492
493,Too Late,SZA,1,2022,12,8,714,0,49262961,128,B,Major,45,35,68,78,0,39,8,2022-12-08,493
494,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,97,A,Major,83,47,80,2,0,24,9,2022-05-06,494
495,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,152,G,Minor,69,94,71,79,0,7,8,1958-01-01,495
496,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,175,G#,Major,51,94,34,73,0,10,5,1957-01-01,496
497,Far,SZA,1,2022,12,9,680,0,51641685,116,D,Major,61,48,55,67,0,16,8,2022-12-09,497
498,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,80,F,Minor,33,51,59,76,0,44,6,2022-12-02,498
499,GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,93,B,Minor,63,34,86,26,0,21,39,2022-08-25,499
500,ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429,122,E,Major,70,42,54,30,0,37,5,2021-08-13,500
501,Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,122,G,Major,70,91,79,3,0,7,10,2022-01-07,501
502,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,135,A,Minor,70,60,58,4,0,16,3,2022-01-07,502
503,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,109,F,Major,60,45,47,62,0,31,5,2022-01-05,503
504,Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,93,Unknown,Minor,65,82,74,27,0,32,5,2022-01-07,504
505,Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,125,B,Minor,85,64,81,2,5,7,9,2021-08-20,505
506,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,206,Unknown,Minor,58,83,45,36,0,11,8,2021-11-19,506
507,Pepas,Farruko,1,2021,6,24,14114,17,1309887447,130,G,Major,76,44,77,1,0,13,3,2021-06-24,507
508,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,121,G,Minor,80,62,51,2,0,9,8,2022-01-07,508
509,Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,123,F#,Minor,74,35,73,0,0,21,5,2022-01-07,509
510,Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,122,B,Minor,67,50,67,15,0,30,4,2017-06-23,510
511,Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,143,Unknown,Major,53,50,79,0,0,8,3,2022-01-07,511
512,Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,121,A#,Minor,70,35,77,1,0,26,4,2021-08-06,512
513,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,166,F#,Minor,56,68,66,28,0,11,18,2021-05-14,513
514,"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,135,C#,Major,41,27,64,36,0,60,3,2022-01-07,514
515,Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,87,E,Minor,49,49,59,44,0,35,21,2022-01-07,515
516,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,111,G#,Major,77,74,66,30,0,13,3,2021-04-09,516
517,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,110,D,Major,75,85,84,10,0,31,19,2022-01-07,517
518,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,130,C#,Major,66,19,61,30,0,9,7,2021-06-11,518
519,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,179,G#,Minor,61,76,51,30,0,38,15,2020-09-18,519
520,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,93,F,Minor,74,53,73,61,0,13,4,2019-07-26,520
521,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,78,A,Minor,27,10,49,62,0,49,5,2022-01-07,521
522,Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,180,D,Major,65,37,58,2,0,4,31,2021-11-19,522
523,Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,86,A,Minor,28,13,41,50,0,19,3,2022-01-07,523
524,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,88,C#,Minor,74,55,85,1,0,5,22,2021-09-17,524
525,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,97,C#,Major,68,72,78,4,0,7,5,2021-11-05,525
526,Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478,134,B,Minor,71,59,80,13,0,36,5,2017-12-08,526
527,Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,116,D,Major,75,36,76,12,0,10,10,2020-09-21,527
528,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,170,E,Minor,64,14,70,9,0,9,8,2021-10-05,528
529,MONEY,Lisa,1,2021,9,10,2566,13,863625566,140,C#,Minor,83,40,55,16,0,14,23,2021-09-10,529
530,The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,118,G,Minor,75,46,76,3,0,9,4,2021-11-04,530
531,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,65,Unknown,Major,31,31,24,76,0,14,4,2021-07-30,531
532,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,120,Unknown,Minor,56,16,67,0,0,11,4,2021-10-22,532
533,traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,176,D#,Major,29,12,33,68,0,12,5,2021-05-21,533
534,Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,180,G#,Minor,59,69,61,84,0,46,36,2021-09-10,534
535,drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,144,A#,Major,59,21,43,76,0,10,7,2021-01-08,535
536,Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,133,F#,Minor,82,52,61,38,0,14,27,2021-11-30,536
537,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,93,Unknown,Major,63,21,52,28,0,9,3,2021-11-12,537
538,Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529,122,A#,Major,77,25,62,34,0,23,3,2022-01-07,538
539,Oh My God,Adele,1,2021,11,19,4431,0,466214729,88,C#,Major,53,55,73,9,0,3,5,2021-11-19,539
540,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,170,F,Minor,70,61,44,40,0,37,4,2022-01-05,540
541,A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,94,F,Minor,46,55,50,71,0,10,11,2022-01-07,541
542,I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,170,A#,Major,65,46,47,12,0,13,16,2021-11-18,542
543,Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,90,E,Minor,79,79,70,57,0,66,8,2021-10-27,543
544,It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,78,G,Major,40,7,29,62,0,9,3,2021-12-01,544
545,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,94,D,Major,57,36,58,5,0,15,3,2018-03-09,545
546,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,73,D,Major,83,11,41,0,0,36,14,2021-10-30,546
547,Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,176,C#,Major,73,79,86,42,0,7,18,2021-08-03,547
548,Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,128,D#,Minor,81,57,63,40,1,10,4,2020-11-02,548
549,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,120,G#,Major,58,44,60,44,9,5,6,2019-08-30,549
550,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,82,D,Major,63,85,62,6,0,35,4,2021-11-05,550
551,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,95,D,Major,77,40,47,2,0,9,3,2020-03-13,551
552,Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967,118,Unknown,Major,44,52,94,11,0,4,29,2022-01-07,552
553,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,123,B,Minor,75,93,86,8,0,14,3,2021-10-22,553
554,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,90,Unknown,Major,63,49,68,38,0,42,18,2021-03-19,554
555,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,110,E,Minor,73,14,57,40,0,11,5,2020-10-30,555
556,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,96,C#,Minor,66,76,82,47,0,10,32,2021-12-29,556
557,Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090,88,D,Minor,56,58,55,35,0,23,11,2022-01-09,557
558,Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,98,A,Minor,73,60,85,17,0,24,5,2021-09-08,558
